id_gasto;fecha;centro_costo;categoria;subcategoria; monto 
2316;20-12-2025;INM005;Personal;Sueldos; 1.665.110 
2317;13-03-2025;OPE005;Administración;Arriendos; 4.935.583 
2318;25-09-2025;TEC005;Personal;Sueldos; 1.378.385 
2319;12-02-2025;OPE003;Activo Fijo;Infraestructura; 1.512.644 
2320;04-06-2025;OPE001;Administración;Arriendos; 4.176.430 
2321;17-01-2025;MKT002;Activo Fijo;Infraestructura; 2.635.036 
2322;18-06-2025;INM004;Activo Fijo;Equipos; 816.763 
2323;17-03-2025;MKT005;Activo Fijo;Infraestructura; 54.980 
2324;04-07-2025;INM004;Activo Fijo;Infraestructura; 1.119.677 
2325;27-03-2025;MKT004;Administración;Servicios; 2.557.504 
2326;13-05-2025;MKT003;Personal;Bonos; 727.678 
2327;17-12-2025;TEC002;Administración;Arriendos; 1.786.541 
2328;15-12-2025;INM001;Administración;Arriendos; 529.391 
2329;23-09-2025;TEC002;Personal;Sueldos; 578.357 
2330;16-06-2025;TEC004;Administración;Arriendos; 1.671.998 
2331;22-03-2025;TEC004;Activo Fijo;Infraestructura; 2.917.927 
2332;11-11-2025;MKT001;Administración;Arriendos; 3.835.236 
2333;11-01-2025;INM005;Activo Fijo;Infraestructura; 1.327.077 
2334;22-09-2025;INM002;Activo Fijo;Equipos; 3.782.066 
2335;08-12-2025;MKT003;Administración;Arriendos; 1.631.362 
2336;12-02-2025;INM002;Administración;Arriendos; 2.752.440 
2337;12-08-2025;MKT004;Activo Fijo;Equipos; 3.776.697 
2338;01-11-2025;OPE003;Administración;Servicios; 801.932 
2339;01-09-2025;OPE004;Personal;Sueldos; 1.494.713 
2340;18-09-2025;TEC002;Activo Fijo;Infraestructura; 2.074.267 
2341;17-11-2025;OPE004;Administración;Servicios; 4.015.237 
2342;28-07-2025;MKT001;Personal;Bonos; 4.946.704 
2343;20-02-2025;TEC004;Administración;Arriendos; 2.584.460 
2344;19-02-2025;TEC005;Activo Fijo;Equipos; 2.166.632 
2345;24-04-2025;OPE001;Activo Fijo;Infraestructura; 2.899.533 
2346;08-09-2025;OPE005;Administración;Servicios; 4.132.939 
2347;21-05-2025;OPE005;Activo Fijo;Equipos; 1.995.559 
2348;06-10-2025;INM002;Personal;Sueldos; 2.709.948 
2349;23-04-2025;INM002;Activo Fijo;Equipos; 1.770.258 
2350;26-09-2025;MKT001;Administración;Arriendos; 3.519.968 
2351;28-05-2025;OPE003;Activo Fijo;Equipos; 1.006.812 
2352;28-12-2025;TEC001;Administración;Servicios; 4.008.986 
2353;18-05-2025;OPE001;Activo Fijo;Equipos; 1.445.860 
2354;13-10-2025;OPE001;Personal;Sueldos; 2.908.898 
2355;26-03-2025;MKT002;Personal;Sueldos; 1.322.482 
2356;28-02-2025;OPE003;Administración;Arriendos; 4.033.350 
2357;27-02-2025;MKT002;Personal;Bonos; 411.509 
2358;14-12-2025;MKT005;Activo Fijo;Infraestructura; 4.388.983 
2359;07-08-2025;TEC001;Personal;Bonos; 4.136.179 
2360;12-08-2025;MKT001;Administración;Arriendos; 872.472 
2361;13-02-2025;INM003;Personal;Sueldos; 1.910.379 
2362;10-01-2025;TEC004;Administración;Arriendos; 3.593.488 
2363;19-10-2025;MKT002;Activo Fijo;Equipos; 519.490 
2364;19-08-2025;MKT002;Activo Fijo;Equipos; 1.609.437 
2365;20-11-2025;MKT003;Personal;Bonos; 716.110 
2366;08-09-2025;MKT002;Activo Fijo;Infraestructura; 3.178.568 
2367;01-01-2025;TEC003;Personal;Sueldos; 2.775.145 
2368;10-08-2025;OPE003;Activo Fijo;Infraestructura; 2.466.286 
2369;15-12-2025;OPE004;Activo Fijo;Equipos; 862.819 
2370;12-11-2025;OPE005;Activo Fijo;Infraestructura; 4.611.248 
2371;08-09-2025;TEC001;Administración;Arriendos; 2.596.665 
2372;13-12-2025;TEC002;Administración;Servicios; 3.966.041 
2373;28-02-2025;MKT003;Administración;Servicios; 3.767.295 
2374;13-04-2025;MKT004;Personal;Sueldos; 490.185 
2375;25-12-2025;INM001;Administración;Servicios; 369.997 
2376;27-07-2025;TEC003;Personal;Sueldos; 1.587.285 
2377;05-12-2025;OPE005;Personal;Bonos; 1.916.404 
2378;25-08-2025;TEC002;Activo Fijo;Infraestructura; 1.461.732 
2379;05-08-2025;TEC002;Administración;Servicios; 4.895.865 
2380;10-06-2025;OPE004;Activo Fijo;Equipos; 1.066.547 
2381;02-11-2025;MKT002;Personal;Bonos; 1.232.318 
2382;23-09-2025;INM005;Administración;Servicios; 1.036.273 
2383;26-10-2025;TEC005;Administración;Arriendos; 3.121.686 
2384;09-09-2025;MKT005;Administración;Servicios; 1.385.298 
2385;01-04-2025;TEC002;Activo Fijo;Equipos; 2.688.880 
2386;10-06-2025;MKT004;Activo Fijo;Equipos; 4.694.166 
2387;05-06-2025;OPE005;Administración;Arriendos; 1.130.880 
2388;02-04-2025;TEC004;Activo Fijo;Equipos; 1.368.638 
2389;12-09-2025;INM003;Personal;Sueldos; 2.180.592 
2390;01-04-2025;TEC002;Personal;Bonos; 4.881.925 
2391;15-05-2025;OPE004;Administración;Servicios; 4.911.660 
2392;02-06-2025;TEC001;Activo Fijo;Equipos; 4.647.305 
2393;18-08-2025;MKT005;Personal;Bonos; 1.995.261 
2394;27-04-2025;OPE001;Administración;Servicios; 4.795.553 
2395;05-11-2025;MKT005;Administración;Servicios; 4.687.778 
2396;07-10-2025;INM003;Personal;Sueldos; 3.325.816 
2397;21-01-2025;TEC001;Personal;Sueldos; 2.778.312 
2398;20-04-2025;INM001;Personal;Sueldos; 354.000 
2399;04-01-2025;INM005;Personal;Sueldos; 380.822 
2400;26-09-2025;INM004;Personal;Bonos; 2.069.479 
2401;15-04-2025;MKT003;Administración;Servicios; 1.316.737 
2402;26-06-2025;TEC002;Personal;Bonos; 3.040.264 
2403;21-03-2025;TEC005;Administración;Arriendos; 4.117.148 
2404;16-07-2025;MKT005;Activo Fijo;Infraestructura; 3.842.430 
2405;17-11-2025;INM004;Activo Fijo;Equipos; 1.979.236 
2406;13-07-2025;MKT004;Personal;Bonos; 862.693 
2407;18-04-2025;MKT002;Administración;Servicios; 1.739.479 
2408;02-03-2025;MKT001;Administración;Servicios; 3.638.449 
2409;22-08-2025;MKT003;Administración;Servicios; 1.422.420 
2410;25-10-2025;TEC003;Administración;Servicios; 2.223.000 
2411;15-12-2025;TEC003;Activo Fijo;Equipos; 2.090.481 
2412;09-09-2025;MKT003;Personal;Bonos; 3.996.197 
2413;14-01-2025;INM005;Personal;Sueldos; 4.886.765 
2414;25-07-2025;INM002;Personal;Sueldos; 1.651.180 
2415;09-02-2025;TEC003;Activo Fijo;Equipos; 3.964.207 
2416;21-12-2025;INM003;Administración;Arriendos; 3.068.169 
2417;12-02-2025;INM001;Activo Fijo;Equipos; 2.732.068 
2418;10-11-2025;MKT004;Activo Fijo;Equipos; 1.057.925 
2419;01-08-2025;MKT004;Personal;Bonos; 2.728.350 
2420;02-10-2025;INM001;Personal;Sueldos; 1.459.297 
2421;07-05-2025;OPE003;Activo Fijo;Infraestructura; 1.090.860 
2422;23-01-2025;TEC005;Activo Fijo;Equipos; 208.869 
2423;11-10-2025;INM004;Administración;Arriendos; 1.003.976 
2424;07-06-2025;MKT005;Personal;Sueldos; 900.358 
2425;11-10-2025;OPE003;Personal;Bonos; 3.956.102 
2426;09-07-2025;INM002;Administración;Servicios; 3.611.855 
2427;19-04-2025;INM002;Activo Fijo;Infraestructura; 4.135.433 
2428;19-04-2025;OPE002;Activo Fijo;Infraestructura; 3.427.224 
2429;05-08-2025;MKT003;Administración;Arriendos; 1.267.987 
2430;09-09-2025;MKT002;Administración;Servicios; 3.882.046 
2431;13-04-2025;INM001;Activo Fijo;Infraestructura; 4.560.298 
2432;19-05-2025;OPE005;Personal;Sueldos; 1.834.938 
2433;25-07-2025;TEC004;Personal;Bonos; 3.190.031 
2434;16-01-2025;TEC002;Personal;Sueldos; 4.902.878 
2435;16-05-2025;OPE001;Administración;Arriendos; 2.670.570 
2436;19-09-2025;INM003;Activo Fijo;Infraestructura; 4.350.878 
2437;16-04-2025;OPE003;Personal;Bonos; 2.366.796 
2438;27-04-2025;MKT005;Personal;Bonos; 4.366.572 
2439;04-11-2025;TEC002;Administración;Servicios; 1.511.991 
2440;16-05-2025;OPE002;Personal;Sueldos; 3.173.421 
2441;23-07-2025;TEC005;Personal;Bonos; 2.889.735 
2442;15-06-2025;MKT003;Personal;Sueldos; 1.410.393 
2443;19-01-2025;MKT003;Administración;Arriendos; 706.806 
2444;26-05-2025;INM001;Activo Fijo;Infraestructura; 3.799.579 
2445;22-06-2025;TEC004;Personal;Sueldos; 765.353 
2446;05-12-2025;MKT002;Personal;Sueldos; 4.639.649 
2447;13-05-2025;TEC003;Personal;Sueldos; 744.831 
2448;01-07-2025;OPE002;Administración;Arriendos; 4.227.036 
2449;26-05-2025;TEC002;Activo Fijo;Infraestructura; 4.528.990 
2450;24-11-2025;OPE003;Activo Fijo;Infraestructura; 459.188 
2451;01-10-2025;MKT004;Personal;Sueldos; 1.377.271 
2452;10-09-2025;TEC001;Personal;Bonos; 2.719.924 
2453;15-08-2025;MKT005;Administración;Arriendos; 3.867.870 
2454;13-06-2025;INM001;Personal;Sueldos; 231.072 
2455;08-01-2025;OPE003;Personal;Bonos; 4.954.406 
2456;04-04-2025;INM003;Activo Fijo;Equipos; 333.654 
2457;24-07-2025;INM004;Activo Fijo;Equipos; 3.348.396 
2458;05-02-2025;MKT003;Administración;Arriendos; 2.784.939 
2459;14-12-2025;INM002;Administración;Servicios; 2.841.985 
2460;20-03-2025;INM005;Personal;Sueldos; 689.767 
2461;27-05-2025;MKT004;Activo Fijo;Equipos; 1.967.825 
2462;19-10-2025;INM005;Activo Fijo;Equipos; 4.046.697 
2463;19-09-2025;INM003;Activo Fijo;Equipos; 350.426 
2464;12-05-2025;INM001;Personal;Sueldos; 919.135 
2465;27-03-2025;OPE004;Personal;Sueldos; 4.029.493 
2466;08-10-2025;MKT002;Administración;Arriendos; 2.523.441 
2467;11-06-2025;INM005;Administración;Arriendos; 3.816.765 
2468;02-12-2025;OPE003;Activo Fijo;Infraestructura; 4.897.081 
2469;26-04-2025;TEC005;Personal;Bonos; 177.519 
2470;10-03-2025;INM003;Administración;Servicios; 3.913.477 
2471;12-08-2025;TEC002;Activo Fijo;Equipos; 1.476.936 
2472;09-07-2025;OPE004;Activo Fijo;Infraestructura; 199.657 
2473;08-01-2025;OPE004;Administración;Servicios; 4.963.345 
2474;25-11-2025;INM002;Administración;Servicios; 2.347.129 
2475;13-09-2025;MKT003;Activo Fijo;Infraestructura; 1.883.751 
2476;08-10-2025;MKT003;Administración;Arriendos; 4.085.399 
2477;07-09-2025;INM001;Activo Fijo;Infraestructura; 3.982.005 
2478;12-09-2025;MKT001;Activo Fijo;Infraestructura; 2.093.050 
2479;06-01-2025;MKT001;Activo Fijo;Equipos; 3.861.772 
2480;26-07-2025;MKT001;Activo Fijo;Equipos; 268.364 
2481;05-08-2025;INM005;Administración;Arriendos; 4.002.322 
2482;21-02-2025;INM003;Administración;Servicios; 2.212.310 
2483;18-03-2025;OPE003;Administración;Servicios; 2.850.747 
2484;20-03-2025;TEC005;Personal;Sueldos; 4.655.095 
2485;02-03-2025;MKT001;Activo Fijo;Infraestructura; 2.699.668 
2486;20-09-2025;MKT001;Administración;Arriendos; 1.505.083 
2487;24-06-2025;TEC002;Activo Fijo;Infraestructura; 2.422.484 
2488;26-08-2025;OPE005;Administración;Arriendos; 4.965.579 
2489;27-08-2025;INM003;Activo Fijo;Equipos; 3.029.703 
2490;20-12-2025;MKT002;Activo Fijo;Infraestructura; 1.413.862 
2491;09-03-2025;TEC004;Activo Fijo;Equipos; 649.700 
2492;13-10-2025;INM001;Administración;Servicios; 944.013 
2493;07-10-2025;MKT005;Personal;Sueldos; 1.058.882 
2494;09-06-2025;OPE004;Personal;Sueldos; 3.009.852 
2495;28-04-2025;INM004;Personal;Bonos; 2.022.721 
2496;08-11-2025;INM003;Administración;Servicios; 3.684.210 
2497;28-01-2025;INM004;Administración;Servicios; 88.048 
2498;21-06-2025;MKT005;Personal;Sueldos; 4.331.409 
2499;23-02-2025;OPE004;Administración;Servicios; 3.643.098 
2500;14-09-2025;TEC004;Administración;Servicios; 890.536 
2501;25-02-2025;INM003;Personal;Bonos; 2.988.870 
2502;04-10-2025;OPE003;Personal;Sueldos; 1.268.149 
2503;25-01-2025;OPE004;Personal;Sueldos; 71.766 
2504;03-05-2025;OPE001;Activo Fijo;Equipos; 2.761.915 
2505;22-08-2025;TEC001;Activo Fijo;Infraestructura; 960.978 
2506;28-08-2025;MKT002;Administración;Servicios; 3.395.456 
2507;14-01-2025;INM003;Personal;Sueldos; 1.846.275 
2508;28-09-2025;OPE002;Activo Fijo;Equipos; 3.789.915 
2509;16-08-2025;OPE004;Administración;Servicios; 2.269.489 
2510;10-12-2025;OPE004;Personal;Bonos; 3.233.414 
2511;15-10-2025;MKT004;Activo Fijo;Equipos; 1.474.209 
2512;08-06-2025;OPE005;Activo Fijo;Infraestructura; 2.605.350 
2513;28-01-2025;OPE001;Activo Fijo;Equipos; 3.500.189 
2514;19-08-2025;INM003;Administración;Servicios; 2.956.123 
2515;05-08-2025;INM001;Activo Fijo;Infraestructura; 74.455 
2516;21-07-2025;TEC004;Activo Fijo;Equipos; 3.336.857 
2517;20-01-2025;TEC003;Administración;Arriendos; 4.912.322 
2518;03-04-2025;OPE005;Activo Fijo;Equipos; 836.536 
2519;19-07-2025;INM003;Personal;Sueldos; 2.423.181 
2520;04-09-2025;INM005;Personal;Bonos; 1.429.682 
2521;14-03-2025;MKT005;Activo Fijo;Infraestructura; 3.178.371 
2522;27-03-2025;INM001;Personal;Sueldos; 2.508.181 
2523;19-08-2025;OPE001;Personal;Sueldos; 3.982.461 
2524;05-06-2025;OPE003;Activo Fijo;Equipos; 239.973 
2525;05-02-2025;INM005;Activo Fijo;Equipos; 3.573.999 
2526;02-05-2025;OPE002;Administración;Servicios; 4.887.895 
2527;15-01-2025;INM003;Activo Fijo;Equipos; 81.589 
2528;27-12-2025;TEC001;Activo Fijo;Infraestructura; 682.213 
2529;08-08-2025;OPE005;Personal;Bonos; 4.633.099 
2530;07-03-2025;OPE005;Activo Fijo;Equipos; 3.331.575 
2531;24-10-2025;INM005;Activo Fijo;Infraestructura; 1.509.191 
2532;11-09-2025;TEC005;Activo Fijo;Infraestructura; 3.330.254 
2533;10-05-2025;MKT005;Administración;Servicios; 2.730.082 
2534;11-02-2025;TEC004;Personal;Bonos; 689.736 
2535;28-08-2025;INM004;Administración;Arriendos; 3.460.452 
2536;06-02-2025;OPE003;Administración;Arriendos; 1.658.691 
2537;21-11-2025;MKT001;Administración;Arriendos; 1.918.199 
2538;25-04-2025;TEC002;Activo Fijo;Infraestructura; 1.869.013 
2539;26-09-2025;TEC002;Personal;Bonos; 1.872.864 
2540;11-03-2025;TEC003;Personal;Sueldos; 1.340.782 
2541;16-12-2025;INM003;Administración;Servicios; 3.247.631 
2542;28-02-2025;MKT005;Administración;Servicios; 3.422.430 
2543;10-03-2025;MKT003;Activo Fijo;Infraestructura; 363.392 
2544;05-05-2025;OPE005;Administración;Arriendos; 736.897 
2545;01-12-2025;INM005;Activo Fijo;Infraestructura; 1.014.993 
2546;12-01-2025;TEC002;Personal;Bonos; 3.416.099 
2547;24-02-2025;OPE003;Activo Fijo;Infraestructura; 4.453.649 
2548;15-02-2025;TEC001;Administración;Arriendos; 914.504 
2549;27-02-2025;TEC003;Administración;Arriendos; 3.064.621 
2550;05-07-2025;MKT003;Administración;Servicios; 3.555.028 
2551;03-06-2025;INM005;Personal;Sueldos; 4.081.430 
2552;28-04-2025;OPE002;Activo Fijo;Infraestructura; 1.237.619 
2553;06-05-2025;TEC002;Personal;Sueldos; 4.680.078 
2554;17-11-2025;OPE003;Activo Fijo;Equipos; 3.832.674 
2555;24-04-2025;TEC003;Activo Fijo;Equipos; 1.149.098 
2556;18-05-2025;OPE001;Administración;Arriendos; 1.294.480 
2557;13-09-2025;OPE005;Personal;Sueldos; 1.682.512 
2558;15-10-2025;OPE002;Activo Fijo;Infraestructura; 3.040.141 
2559;24-06-2025;TEC001;Activo Fijo;Infraestructura; 4.507.987 
2560;18-11-2025;INM001;Personal;Bonos; 2.360.630 
2561;21-10-2025;OPE004;Personal;Sueldos; 1.217.357 
2562;03-04-2025;MKT003;Activo Fijo;Infraestructura; 1.562.734 
2563;13-10-2025;INM002;Administración;Servicios; 1.945.668 
2564;27-07-2025;OPE005;Activo Fijo;Equipos; 2.166.233 
2565;15-11-2025;TEC001;Activo Fijo;Infraestructura; 4.974.718 
2566;18-12-2025;MKT001;Personal;Bonos; 2.013.257 
2567;18-04-2025;MKT005;Administración;Servicios; 2.044.128 
2568;09-11-2025;OPE004;Activo Fijo;Equipos; 77.592 
2569;18-01-2025;MKT002;Activo Fijo;Equipos; 1.811.561 
2570;08-05-2025;INM004;Personal;Bonos; 855.227 
2571;27-08-2025;OPE004;Personal;Bonos; 2.327.512 
2572;27-06-2025;OPE002;Activo Fijo;Equipos; 1.594.637 
2573;17-06-2025;TEC005;Activo Fijo;Infraestructura; 2.004.518 
2574;03-05-2025;OPE001;Activo Fijo;Equipos; 1.135.647 
2575;08-04-2025;OPE002;Administración;Arriendos; 3.054.439 
2576;14-03-2025;INM004;Administración;Servicios; 4.552.328 
2577;27-06-2025;MKT005;Activo Fijo;Equipos; 140.265 
2578;20-06-2025;INM003;Administración;Arriendos; 3.399.496 
2579;18-03-2025;OPE002;Personal;Bonos; 2.239.704 
2580;17-04-2025;OPE002;Activo Fijo;Infraestructura; 4.783.241 
2581;01-07-2025;TEC003;Personal;Sueldos; 4.795.014 
2582;25-09-2025;TEC004;Administración;Arriendos; 2.911.797 
2583;27-08-2025;INM005;Administración;Servicios; 1.513.166 
2584;05-07-2025;MKT001;Activo Fijo;Equipos; 2.734.573 
2585;28-09-2025;MKT003;Activo Fijo;Equipos; 3.552.748 
2586;05-01-2025;OPE001;Activo Fijo;Equipos; 721.091 
2587;23-02-2025;INM004;Personal;Bonos; 221.296 
2588;02-02-2025;OPE001;Activo Fijo;Infraestructura; 3.009.632 
2589;24-02-2025;MKT004;Activo Fijo;Infraestructura; 4.460.117 
2590;15-09-2025;MKT004;Administración;Arriendos; 790.297 
2591;12-07-2025;MKT005;Personal;Sueldos; 1.036.494 
2592;20-05-2025;INM004;Personal;Sueldos; 1.465.357 
2593;16-12-2025;MKT005;Activo Fijo;Equipos; 3.541.610 
2594;15-07-2025;INM001;Administración;Arriendos; 917.770 
2595;24-11-2025;INM002;Personal;Bonos; 2.552.615 
2596;09-06-2025;MKT003;Activo Fijo;Infraestructura; 1.900.616 
2597;04-07-2025;INM001;Personal;Sueldos; 82.713 
2598;14-12-2025;TEC001;Personal;Bonos; 4.925.779 
2599;21-02-2025;MKT001;Activo Fijo;Equipos; 2.482.104 
2600;26-11-2025;MKT005;Personal;Bonos; 603.551 
2601;26-02-2025;OPE002;Personal;Bonos; 1.362.969 
2602;18-06-2025;TEC005;Administración;Servicios; 756.583 
2603;12-05-2025;TEC002;Administración;Arriendos; 3.175.901 
2604;23-01-2025;INM003;Administración;Servicios; 3.467.653 
2605;27-03-2025;INM005;Activo Fijo;Equipos; 188.731 
2606;09-04-2025;INM001;Administración;Servicios; 311.657 
2607;24-09-2025;MKT004;Activo Fijo;Equipos; 4.763.937 
2608;23-12-2025;TEC003;Activo Fijo;Infraestructura; 2.130.074 
2609;07-07-2025;TEC003;Activo Fijo;Equipos; 2.029.636 
2610;08-06-2025;OPE001;Personal;Bonos; 3.800.199 
2611;05-03-2025;OPE002;Personal;Sueldos; 1.237.608 
2612;13-08-2025;MKT003;Personal;Sueldos; 3.383.124 
2613;11-08-2025;INM002;Personal;Bonos; 4.559.763 
2614;02-04-2025;TEC003;Personal;Sueldos; 4.768.405 
2615;27-03-2025;MKT002;Activo Fijo;Equipos; 2.919.607 
2616;22-02-2025;TEC001;Administración;Servicios; 197.784 
2617;24-06-2025;INM002;Administración;Servicios; 324.424 
2618;11-07-2025;OPE002;Activo Fijo;Infraestructura; 3.006.661 
2619;21-06-2025;INM004;Activo Fijo;Equipos; 593.433 
2620;06-04-2025;INM002;Administración;Arriendos; 230.488 
2621;20-04-2025;MKT003;Activo Fijo;Infraestructura; 3.894.208 
2622;08-07-2025;MKT002;Administración;Arriendos; 4.825.321 
2623;25-07-2025;MKT001;Administración;Servicios; 1.676.052 
2624;16-07-2025;TEC004;Activo Fijo;Infraestructura; 1.943.794 
2625;19-04-2025;INM002;Personal;Bonos; 245.143 
2626;08-08-2025;OPE003;Personal;Sueldos; 4.123.974 
2627;01-01-2025;MKT004;Administración;Arriendos; 4.846.660 
2628;14-12-2025;OPE002;Activo Fijo;Equipos; 771.406 
2629;28-03-2025;MKT004;Activo Fijo;Equipos; 226.050 
2630;24-06-2025;OPE001;Administración;Arriendos; 1.601.467 
2631;13-02-2025;OPE004;Personal;Sueldos; 1.123.557 
2632;08-09-2025;INM003;Personal;Bonos; 3.355.767 
2633;18-12-2025;OPE001;Activo Fijo;Infraestructura; 3.638.639 
2634;04-11-2025;INM005;Administración;Servicios; 1.278.404 
2635;10-01-2025;MKT002;Activo Fijo;Infraestructura; 1.474.196 
2636;09-05-2025;OPE001;Administración;Servicios; 1.240.411 
2637;04-10-2025;INM003;Activo Fijo;Infraestructura; 1.472.730 
2638;15-06-2025;MKT005;Personal;Bonos; 2.496.457 
2639;22-08-2025;INM003;Activo Fijo;Equipos; 2.210.272 
2640;15-06-2025;MKT004;Activo Fijo;Infraestructura; 1.732.005 
2641;04-06-2025;INM002;Administración;Servicios; 2.257.967 
2642;07-10-2025;MKT001;Administración;Servicios; 2.922.681 
2643;26-11-2025;OPE004;Activo Fijo;Equipos; 3.625.339 
2644;22-01-2025;TEC004;Personal;Bonos; 2.822.493 
2645;20-02-2025;MKT002;Administración;Servicios; 3.976.500 
2646;09-11-2025;INM002;Activo Fijo;Equipos; 143.945 
2647;14-07-2025;MKT003;Activo Fijo;Equipos; 4.965.074 
2648;11-07-2025;MKT004;Personal;Sueldos; 2.383.859 
2649;22-09-2025;MKT004;Administración;Arriendos; 4.103.660 
2650;23-05-2025;INM002;Activo Fijo;Equipos; 1.239.000 
2651;15-09-2025;INM004;Administración;Arriendos; 2.742.529 
2652;19-06-2025;INM004;Activo Fijo;Equipos; 3.898.787 
2653;06-07-2025;INM003;Administración;Arriendos; 304.471 
2654;01-11-2025;OPE003;Personal;Sueldos; 1.206.934 
2655;03-12-2025;TEC005;Personal;Bonos; 1.231.213 
2656;22-02-2025;MKT001;Activo Fijo;Equipos; 4.882.662 
2657;27-02-2025;INM005;Personal;Sueldos; 804.965 
2658;26-03-2025;OPE003;Activo Fijo;Infraestructura; 4.362.236 
2659;03-09-2025;OPE003;Activo Fijo;Infraestructura; 4.460.919 
2660;21-03-2025;TEC004;Administración;Arriendos; 3.339.394 
2661;03-06-2025;TEC005;Personal;Bonos; 4.358.219 
2662;07-03-2025;TEC001;Activo Fijo;Infraestructura; 3.668.792 
2663;25-01-2025;INM001;Activo Fijo;Equipos; 4.534.412 
2664;06-10-2025;TEC001;Administración;Arriendos; 2.237.292 
2665;23-03-2025;MKT002;Activo Fijo;Equipos; 4.129.324 
2666;06-12-2025;TEC001;Personal;Sueldos; 1.482.139 
2667;16-08-2025;OPE005;Activo Fijo;Infraestructura; 4.588.029 
2668;25-01-2025;MKT003;Administración;Arriendos; 1.402.272 
2669;05-02-2025;TEC002;Administración;Arriendos; 326.618 
2670;25-02-2025;INM003;Administración;Arriendos; 755.238 
2671;22-02-2025;OPE002;Personal;Sueldos; 2.266.003 
2672;10-03-2025;INM001;Activo Fijo;Equipos; 1.918.714 
2673;01-08-2025;INM003;Activo Fijo;Infraestructura; 2.196.931 
2674;16-09-2025;OPE005;Administración;Arriendos; 1.544.632 
2675;21-03-2025;OPE002;Personal;Bonos; 3.055.057 
2676;02-10-2025;OPE002;Personal;Sueldos; 1.874.243 
2677;11-07-2025;OPE001;Activo Fijo;Equipos; 223.069 
2678;15-07-2025;TEC001;Administración;Servicios; 3.723.551 
2679;03-06-2025;OPE004;Activo Fijo;Equipos; 1.585.072 
2680;18-09-2025;OPE004;Personal;Bonos; 1.497.001 
2681;24-06-2025;OPE001;Activo Fijo;Infraestructura; 3.500.425 
2682;09-07-2025;TEC001;Personal;Bonos; 3.055.614 
2683;05-12-2025;TEC001;Administración;Servicios; 4.261.313 
2684;19-12-2025;MKT004;Personal;Bonos; 2.484.981 
2685;02-06-2025;MKT001;Administración;Arriendos; 1.814.441 
2686;03-09-2025;OPE001;Administración;Servicios; 2.119.919 
2687;22-10-2025;OPE002;Activo Fijo;Equipos; 3.782.082 
2688;24-08-2025;OPE003;Administración;Servicios; 4.000.181 
2689;21-02-2025;OPE004;Administración;Arriendos; 4.642.515 
2690;12-01-2025;MKT003;Administración;Arriendos; 2.576.465 
2691;18-03-2025;OPE003;Administración;Arriendos; 2.931.133 
2692;03-04-2025;INM002;Activo Fijo;Infraestructura; 3.740.574 
2693;25-06-2025;INM003;Activo Fijo;Equipos; 3.008.807 
2694;26-01-2025;TEC005;Activo Fijo;Equipos; 1.135.142 
2695;26-05-2025;TEC002;Personal;Bonos; 1.738.874 
2696;23-05-2025;OPE005;Activo Fijo;Equipos; 416.359 
2697;06-11-2025;OPE003;Personal;Sueldos; 1.569.745 
2698;08-03-2025;TEC001;Administración;Servicios; 1.978.551 
2699;11-11-2025;TEC005;Activo Fijo;Equipos; 1.236.660 
2700;22-04-2025;INM003;Activo Fijo;Infraestructura; 4.031.587 
2701;17-09-2025;OPE003;Activo Fijo;Equipos; 4.551.495 
2702;15-05-2025;INM002;Administración;Servicios; 4.652.876 
2703;04-04-2025;OPE003;Administración;Arriendos; 3.618.494 
2704;18-10-2025;TEC002;Personal;Sueldos; 2.806.215 
2705;21-05-2025;TEC003;Administración;Servicios; 514.299 
2706;09-03-2025;OPE001;Personal;Bonos; 4.089.856 
2707;15-04-2025;TEC003;Personal;Bonos; 1.983.973 
2708;25-12-2025;MKT005;Activo Fijo;Infraestructura; 663.678 
2709;04-06-2025;OPE005;Administración;Arriendos; 1.738.133 
2710;14-02-2025;TEC003;Administración;Servicios; 3.666.319 
2711;19-07-2025;MKT001;Activo Fijo;Infraestructura; 399.504 
2712;08-08-2025;TEC004;Personal;Sueldos; 260.367 
2713;23-06-2025;INM001;Administración;Arriendos; 1.603.974 
2714;09-05-2025;MKT003;Activo Fijo;Infraestructura; 2.063.986 
2715;28-06-2025;OPE003;Activo Fijo;Infraestructura; 4.605.767 
2716;13-05-2025;TEC001;Administración;Arriendos; 366.267 
2717;16-08-2025;TEC002;Personal;Bonos; 1.850.347 
2718;04-07-2025;MKT001;Personal;Sueldos; 1.913.185 
2719;05-08-2025;INM005;Activo Fijo;Equipos; 4.851.156 
2720;06-02-2025;TEC004;Administración;Arriendos; 769.042 
2721;25-04-2025;OPE003;Personal;Bonos; 2.375.254 
2722;14-06-2025;OPE005;Activo Fijo;Equipos; 3.987.439 
2723;02-05-2025;OPE004;Administración;Arriendos; 2.099.508 
2724;22-09-2025;TEC001;Personal;Sueldos; 3.347.172 
2725;24-02-2025;OPE005;Personal;Sueldos; 2.670.779 
2726;23-04-2025;MKT003;Administración;Servicios; 387.365 
2727;15-12-2025;OPE004;Administración;Servicios; 2.122.032 
2728;03-02-2025;OPE002;Activo Fijo;Equipos; 1.952.075 
2729;28-01-2025;INM004;Activo Fijo;Infraestructura; 4.438.808 
2730;16-07-2025;MKT004;Administración;Arriendos; 4.350.405 
2731;16-04-2025;TEC005;Personal;Bonos; 1.409.416 
